'subject','predicate','object',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_35.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_35.0','ns1_Patient_Height','170',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_35.0','ns1_Patient_Weight','68',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_35.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_35.0','ns1_Systolic_BP','150',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Age','14453',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Cholestrol','2',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Diastolic_BP','100',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Patient_Height','153',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Patient_Weight','65',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_36.0','ns1_Systolic_BP','130',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Age','19559',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Diastolic_BP','90',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Patient_Height','156',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Patient_Weight','59',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_37.0','ns1_Systolic_BP','130',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Age','18085',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Diastolic_BP','80',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Patient_Height','159',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Patient_Weight','78',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_38.0','ns1_Systolic_BP','120',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Age','2',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Age','14574',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Diastolic_BP','80',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Patient_Height','166',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Patient_Weight','66',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_39.0','ns1_Systolic_BP','120',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Active','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Age','17474',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Diastolic_BP','60',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Patient_Height','156',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Patient_Weight','56',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_4.0','ns1_Systolic_BP','100',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Active','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Age','2',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Age','21057',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Diastolic_BP','70',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Glucose','3',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Patient_Height','169',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Patient_Weight','74',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_40.0','ns1_Systolic_BP','130',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Age','18291',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Cardio','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Cholestrol','3',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Diastolic_BP','80',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Patient_Height','155',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Patient_Weight','105',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_42.0','ns1_Systolic_BP','120',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Age','23186',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Cardio','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Cholestrol','3',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Diastolic_BP','90',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Patient_Height','169',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Patient_Weight','71',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_43.0','ns1_Systolic_BP','140',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Age','14605',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Diastolic_BP','70',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Patient_Height','159',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Patient_Weight','60',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_44.0','ns1_Systolic_BP','110',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Active','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Age','20652',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Cardio','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Diastolic_BP','85',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Patient_Height','160',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Patient_Weight','73',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_45.0','ns1_Systolic_BP','130',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Active','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Age','2',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Age','21940',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Cardio','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Cholestrol','3',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Diastolic_BP','90',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Patient_Height','173',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Patient_Weight','82',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_46.0','ns1_Systolic_BP','140',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Age','20404',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Diastolic_BP','80',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Patient_Height','163',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Patient_Weight','55',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_47.0','ns1_Systolic_BP','120',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Age','2',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Age','18328',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Diastolic_BP','80',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Patient_Height','175',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Patient_Weight','95',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_49.0','ns1_Systolic_BP','120',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Age','17976',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Cholestrol','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Diastolic_BP','90',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Patient_Height','164',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Patient_Weight','70',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_51.0','ns1_Systolic_BP','130',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Active','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Age','21914',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Cholestrol','2',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Diastolic_BP','80',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Glucose','2',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Patient_Height','151',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Patient_Weight','67',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_8.0','ns1_Systolic_BP','120',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Active','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Age','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Age','22113',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Alcohol','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Cardio','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Cholestrol','3',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Diastolic_BP','80',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Glucose','1',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Patient_Height','157',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Patient_Weight','93',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Smoke','0',,,,,
'http://example.org/CardiovascularDiseaseOntology#diagnostic_test_Results_9.0','ns1_Systolic_BP','130',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology','a','owl:Ontology',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#2-3_Years','a','CardiovascularDiseaseOntology:Work_Experience_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#2-3_Years','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#5-6_Years','a','CardiovascularDiseaseOntology:Work_Experience_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#5-6_Years','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#8-10_Years','a','CardiovascularDiseaseOntology:Work_Experience_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#8-10_Years','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Ability_to_Analyze_Excellent_Level','a','CardiovascularDiseaseOntology:Ability_to_Analyze_Situation',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Ability_to_Analyze_Excellent_Level','a','CardiovascularDiseaseOntology:General_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Ability_to_Analyze_Excellent_Level','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Ability_to_Handle_Stituation_Strong_Level','a','CardiovascularDiseaseOntology:Ability_to_Handle_Situation',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Ability_to_Handle_Stituation_Strong_Level','a','CardiovascularDiseaseOntology:General_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Ability_to_Handle_Stituation_Strong_Level','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acceptance_High_Level','a','CardiovascularDiseaseOntology:Cardiac_Care_Remdies',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acceptance_High_Level','a','CardiovascularDiseaseOntology:Cultural_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acceptance_High_Level','a','CardiovascularDiseaseOntology:InterCultural_Sensitivity',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acceptance_High_Level','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Active','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Active','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Active','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Active','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acupuncture','a','CardiovascularDiseaseOntology:Remedies_for_OutPatient_Care',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acupuncture','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acute_Cardiovascular_Diseases_Specialist','a','CardiovascularDiseaseOntology:Acute_Diseases_Specialist',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acute_Cardiovascular_Diseases_Specialist','a','CardiovascularDiseaseOntology:Specialist_Area_Comptence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Acute_Cardiovascular_Diseases_Specialist','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Additional_Nurse1','a','CardiovascularDiseaseOntology:Additional_Nurse_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Additional_Nurse1','a','CardiovascularDiseaseOntology:Medical_Nurse_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Additional_Nurse1','a','CardiovascularDiseaseOntology:Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Additional_Nurse1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Alcohol','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Alcohol','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Alcohol','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Alcohol','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Antibiotics1','a','CardiovascularDiseaseOntology:Antibiotics',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Antibiotics1','a','CardiovascularDiseaseOntology:Medication',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Antibiotics1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#BSN_BNurs_BSc_MN','a','CardiovascularDiseaseOntology:Educational_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#BSN_BNurs_BSc_MN','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Biggner_Trainee','a','CardiovascularDiseaseOntology:Work_Experience_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Biggner_Trainee','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Bypass_Surgery','a','CardiovascularDiseaseOntology:Heart_Surgery_Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Bypass_Surgery','a','CardiovascularDiseaseOntology:Treatment',,,,,
